ID,Date,City,Population,Daily vaccinations,Total vaccinations,Percentage (%),Delivery (bottle),Remaining (bottle),Remaining (%),Daily vaccinations (AZ),Total vaccinations (AZ),"Percentage (AZ,%)","Delivery (AZ,doses)","Remaining (AZ,doses)","Remaining (AZ,%)",Daily vaccinations (Moderna),Total vaccinations (Moderna),"Percentage (Moderna,%)","Delivery (Moderna,doses)","Remaining (Moderna,doses)","Remaining (Moderna,%)"
718,7/19/2021,Miaoli County,"540,917",None,"101,276",18.70%,"111,100","15,441",13.90%,0,"53,176",9.83,"60,800","12,480",20.53,0,"48,100",8.89,"50,300","2,961",5.89
716,7/19/2021,Yilan County,"452,334",None,"97,514",21.60%,"116,860","25,500",21.80%,0,"49,585",10.96,"68,000","24,450",35.96,0,"47,929",10.6,"48,860","1,050",2.15
717,7/19/2021,Hsinchu City,"452,450",None,"93,767",20.70%,"107,660","18,480",17.20%,0,"49,941",11.04,"62,200","16,090",25.87,0,"43,826",9.69,"45,460","2,390",5.26
723,7/19/2021,Nantou County,"488,689",None,"93,690",19.20%,"116,040","28,900",24.90%,0,"50,704",10.38,"62,200","16,840",27.07,0,"42,986",8.8,"53,840","12,060",22.4
715,7/19/2021,Keelung City,"366,643",None,"92,192",25.10%,"113,278","23,011",20.30%,0,"41,439",11.3,"56,530","19,570",34.62,0,"50,753",13.84,"56,748","3,441",6.06
711,7/19/2021,Hsinchu County,"572,872",None,"89,863",15.70%,"112,420","27,606",24.60%,0,"48,638",8.49,"63,600","19,910",31.31,0,"41,225",7.2,"48,820","7,696",15.76
721,7/19/2021,Hualien County,"323,252",None,"83,268",25.80%,"98,490","22,777",23.10%,0,"40,129",12.41,"49,070","15,350",31.28,0,"43,139",13.35,"49,420","7,427",15.03
719,7/19/2021,Chiayi City,"265,234",None,"69,579",26.20%,"86,864","25,288",29.10%,0,"42,441",16,"57,100","21,770",38.13,0,"27,138",10.23,"29,764","3,518",11.82
722,7/19/2021,Taitung County,"214,428",None,"54,451",25.40%,"64,430","12,275",19.10%,0,"22,912",10.69,"27,130","6,540",24.11,0,"31,539",14.71,"37,300","5,735",15.38
724,7/19/2021,Penghu County,"105,749",None,"36,281",34.30%,"40,420","9,897",24.50%,0,"23,963",22.66,"26,700","5,610",21.01,0,"12,318",11.65,"13,720","4,287",31.25
725,7/19/2021,Kinmen County,"140,228",None,"29,353",20.90%,"36,920","8,974",24.30%,0,"18,400",13.12,"23,500","6,600",28.09,0,"10,953",7.81,"13,420","2,374",17.69
726,7/19/2021,Lienchiang County,"13,437",None,"8,929",66.50%,"13,200","4,662",35.30%,0,"6,570",48.89,"10,200","4,150",40.69,0,"2,359",17.56,"3,000",512,17.07
728,7/18/2021,New Taipei City,"4,026,019",None,"875,670",21.80%,"1,119,630","262,077",23.40%,0,"366,466",9.1,"575,300","239,360",41.61,0,"509,204",12.65,"544,330","22,717",4.17
727,7/18/2021,Taipei City,"2,574,704",None,"778,197",30.20%,"1,008,534","204,388",20.30%,0,"362,624",14.08,"517,710","179,910",34.75,0,"415,573",16.14,"490,824","24,478",4.99
732,7/18/2021,Kaohsiung City,"2,758,494",None,"650,038",23.60%,"741,342","128,806",17.40%,0,"306,792",11.12,"381,900","102,180",26.76,0,"343,246",12.44,"359,442","26,626",7.41
730,7/18/2021,Taichung City,"2,820,114",None,"538,032",19.10%,"685,040","169,489",24.70%,0,"256,949",9.11,"381,400","145,850",38.24,0,"281,083",9.97,"303,640","23,639",7.79
729,7/18/2021,Taoyuan City,"2,270,939",None,"512,406",22.60%,"605,686","117,316",19.40%,0,"236,192",10.4,"314,590","102,920",32.72,0,"276,214",12.16,"291,096","14,396",4.95
731,7/18/2021,Tainan City,"1,870,343",None,"357,758",19.10%,"436,860","106,316",24.30%,0,"172,371",9.22,"243,500","95,450",39.2,0,"185,387",9.91,"193,360","10,866",5.62
734,7/18/2021,Changhua County,"1,261,770",None,"240,995",19.10%,"291,600","62,044",21.30%,0,"128,111",10.15,"169,300","52,220",30.84,0,"112,884",8.95,"122,300","9,824",8.03
736,7/18/2021,Pingtung County,"809,130",None,"196,541",24.30%,"216,540","33,522",15.50%,0,"93,254",11.53,"110,260","30,660",27.81,0,"103,287",12.77,"106,280","2,862",2.69
735,7/18/2021,Yunlin County,"674,152",None,"134,245",19.90%,"168,300","40,706",24.20%,0,"74,437",11.04,"100,000","33,670",33.67,0,"59,808",8.87,"68,300","7,036",10.3
742,7/18/2021,Chiayi County,"497,172",None,"101,969",20.50%,"110,956","18,082",16.30%,0,"53,504",10.76,"62,600","15,910",25.42,0,"48,465",9.75,"48,356","2,172",4.49
740,7/18/2021,Miaoli County,"540,917",None,"97,955",18.10%,"111,100","18,285",16.50%,0,"50,480",9.33,"60,800","14,820",24.38,0,"47,475",8.78,"50,300","3,465",6.89
738,7/18/2021,Yilan County,"452,334",None,"92,115",20.40%,"116,860","29,656",25.40%,0,"44,393",9.81,"68,000","28,490",41.9,0,"47,722",10.55,"48,860","1,166",2.39
739,7/18/2021,Hsinchu City,"452,450",None,"89,067",19.70%,"107,660","24,277",22.60%,0,"45,542",10.07,"62,200","21,990",35.35,0,"43,525",9.62,"45,460","2,287",5.03
737,7/18/2021,Keelung City,"366,643",None,"88,133",24.00%,"113,278","24,773",21.90%,0,"38,608",10.53,"56,530","22,150",39.18,0,"49,525",13.51,"56,748","2,623",4.62
733,7/18/2021,Hsinchu County,"572,872",None,"86,181",15.00%,"112,420","31,048",27.60%,0,"45,220",7.89,"63,600","22,830",35.9,0,"40,961",7.15,"48,820","8,218",16.83
745,7/18/2021,Nantou County,"488,689",None,"85,182",17.40%,"116,040","34,274",29.50%,0,"47,422",9.7,"62,200","19,080",30.68,0,"37,760",7.73,"53,840","15,194",28.22
743,7/18/2021,Hualien County,"323,252",None,"80,073",24.80%,"98,490","23,307",23.70%,0,"37,550",11.62,"49,070","16,080",32.77,0,"42,523",13.15,"49,420","7,227",14.62
741,7/18/2021,Chiayi City,"265,234",None,"64,788",24.40%,"86,864","28,791",33.10%,0,"38,492",14.51,"57,100","24,170",42.33,0,"26,296",9.91,"29,764","4,621",15.53
744,7/18/2021,Taitung County,"214,428",None,"52,580",24.50%,"64,430","13,303",20.60%,0,"21,342",9.95,"27,130","7,550",27.83,0,"31,238",14.57,"37,300","5,753",15.42
746,7/18/2021,Penghu County,"105,749",None,"34,591",32.70%,"40,420","11,060",27.40%,0,"23,024",21.77,"26,700","6,050",22.66,0,"11,567",10.94,"13,720","5,010",36.52
747,7/18/2021,Kinmen County,"140,228",None,"28,662",20.40%,"36,920","9,793",26.50%,0,"18,005",12.84,"23,500","7,040",29.96,0,"10,657",7.6,"13,420","2,753",20.51
748,7/18/2021,Lienchiang County,"13,437",None,"8,929",66.50%,"13,200","4,665",35.30%,0,"6,570",48.89,"10,200","4,150",40.69,0,"2,359",17.56,"3,000",515,17.17
"1,190",7/16/2021,New Taipei City,"4,026,019",None,"822,556",20.40%,"1,129,630","314,602",27.90%,0,"320,947",7.97,"575,300","280,270",48.72,0,"501,609",12.46,"554,330","34,332",6.19
"1,189",7/16/2021,Taipei City,"2,574,704",None,"753,987",29.30%,"1,008,534","244,184",24.20%,0,"340,309",13.22,"517,710","197,920",38.23,0,"413,678",16.07,"490,824","46,264",9.43
"1,194",7/16/2021,Kaohsiung City,"2,758,494",None,"603,442",21.90%,"741,342","167,774",22.60%,0,"262,077",9.5,"381,900","140,030",36.67,0,"341,365",12.38,"359,442","27,744",7.72
"1,192",7/16/2021,Taichung City,"2,820,114",None,"526,278",18.70%,"675,040","169,998",25.20%,0,"245,675",8.71,"381,400","155,880",40.87,0,"280,603",9.95,"293,640","14,118",4.81
"1,191",7/16/2021,Taoyuan City,"2,270,939",None,"491,383",21.60%,"605,686","135,575",22.40%,0,"216,061",9.51,"314,590","120,360",38.26,0,"275,322",12.12,"291,096","15,215",5.23
"1,193",7/16/2021,Tainan City,"1,870,343",None,"345,752",18.50%,"436,860","112,693",25.80%,0,"160,649",8.59,"243,500","101,400",41.64,0,"185,103",9.9,"193,360","11,293",5.84
"1,196",7/16/2021,Changhua County,"1,261,770",None,"225,743",17.90%,"291,600","77,134",26.40%,0,"113,077",8.96,"169,300","66,040",39.01,0,"112,666",8.93,"122,300","11,094",9.07
"1,198",7/16/2021,Pingtung County,"809,130",None,"181,043",22.40%,"216,540","43,902",20.30%,0,"77,777",9.61,"110,260","40,360",36.6,0,"103,266",12.76,"106,280","3,542",3.33
"1,197",7/16/2021,Yunlin County,"674,152",None,"120,464",17.90%,"168,300","53,183",31.60%,0,"61,377",9.1,"100,000","45,110",45.11,0,"59,087",8.76,"68,300","8,073",11.82
"1,202",7/16/2021,Miaoli County,"540,917",None,"92,523",17.10%,"111,100","23,506",21.20%,0,"46,343",8.57,"60,800","18,530",30.48,0,"46,180",8.54,"50,300","4,976",9.89
"1,204",7/16/2021,Chiayi County,"497,172",None,"91,680",18.40%,"110,956","26,169",23.60%,0,"44,179",8.89,"62,600","21,570",34.46,0,"47,501",9.55,"48,356","4,599",9.51
"1,200",7/16/2021,Yilan County,"452,334",None,"87,465",19.30%,"116,860","34,883",29.90%,0,"41,482",9.17,"68,000","31,500",46.32,0,"45,983",10.17,"48,860","3,383",6.92
"1,201",7/16/2021,Hsinchu City,"452,450",None,"83,923",18.60%,"107,060","25,924",24.20%,0,"40,398",8.93,"61,600","24,750",40.18,0,"43,525",9.62,"45,460","1,174",2.58
"1,199",7/16/2021,Keelung City,"366,643",None,"83,553",22.80%,"113,278","30,478",26.90%,0,"35,942",9.8,"56,530","24,270",42.93,0,"47,611",12.99,"56,748","6,208",10.94
"1,195",7/16/2021,Hsinchu County,"572,872",None,"79,838",13.90%,"113,020","37,085",32.80%,0,"39,406",6.88,"64,200","28,030",43.66,0,"40,432",7.06,"48,820","9,055",18.55
"1,205",7/16/2021,Hualien County,"323,252",None,"75,048",23.20%,"98,490","24,461",24.80%,0,"36,298",11.23,"49,070","16,360",33.34,0,"38,750",11.99,"49,420","8,101",16.39
"1,207",7/16/2021,Nantou County,"488,689",None,"72,111",14.80%,"116,040","48,714",42.00%,0,"44,597",9.13,"62,200","22,240",35.76,0,"27,514",5.63,"53,840","26,474",49.17
"1,203",7/16/2021,Chiayi City,"265,234",None,"59,653",22.50%,"86,864","33,275",38.30%,0,"34,227",12.9,"57,100","27,710",48.53,0,"25,426",9.59,"29,764","5,565",18.7
"1,206",7/16/2021,Taitung County,"214,428",None,"49,666",23.20%,"64,430","16,966",26.30%,0,"21,319",9.94,"27,130","7,950",29.3,0,"28,347",13.22,"37,300","9,016",24.17
"1,208",7/16/2021,Penghu County,"105,749",None,"33,689",31.90%,"40,420","11,668",28.90%,0,"22,875",21.63,"26,700","6,130",22.96,0,"10,814",10.23,"13,720","5,538",40.36
"1,209",7/16/2021,Kinmen County,"140,228",None,"27,927",19.90%,"36,920","10,066",27.30%,0,"17,397",12.41,"23,500","7,270",30.94,0,"10,530",7.51,"13,420","2,796",20.83
"1,210",7/16/2021,Lienchiang County,"13,437",None,"8,928",66.40%,"13,200","4,666",35.40%,0,"6,569",48.89,"10,200","4,140",40.59,0,"2,359",17.56,"3,000",526,17.53
948,7/15/2021,New Taipei City,"4,026,019",None,"755,779",18.80%,"966,660","198,248",20.50%,0,"279,403",6.94,"411,300","158,380",38.51,0,"476,376",11.83,"555,360","39,868",7.18
947,7/15/2021,Taipei City,"2,574,704",None,"714,682",27.80%,"887,534","148,843",16.80%,0,"310,939",12.08,"396,710","107,430",27.08,0,"403,743",15.68,"490,824","41,413",8.44
952,7/15/2021,Kaohsiung City,"2,758,494",None,"570,901",20.70%,"651,342","101,344",15.60%,0,"238,693",8.65,"291,900","70,010",23.98,0,"332,208",12.04,"359,442","31,334",8.72
950,7/15/2021,Taichung City,"2,820,114",None,"483,456",17.10%,"580,040","113,007",19.50%,0,"230,153",8.16,"286,400","75,320",26.3,0,"253,303",8.98,"293,640","37,687",12.83
949,7/15/2021,Taoyuan City,"2,270,939",None,"463,942",20.40%,"531,656","81,063",15.30%,0,"193,385",8.52,"241,590","67,000",27.73,0,"270,557",11.91,"290,066","14,063",4.85
951,7/15/2021,Tainan City,"1,870,343",None,"327,684",17.50%,"365,560","56,082",15.30%,0,"143,576",7.68,"172,800","44,680",25.86,0,"184,108",9.84,"192,760","11,402",5.92
954,7/15/2021,Changhua County,"1,261,770",None,"211,373",16.80%,"247,600","45,639",18.40%,0,"100,939",8,"125,300","33,180",26.48,0,"110,434",8.75,"122,300","12,459",10.19
956,7/15/2021,Pingtung County,"809,130",None,"172,186",21.30%,"193,540","27,489",14.20%,0,"70,531",8.72,"87,260","22,520",25.81,0,"101,655",12.56,"106,280","4,969",4.68
955,7/15/2021,Yunlin County,"674,152",None,"112,758",16.70%,"145,300","36,708",25.30%,0,"56,188",8.33,"77,000","26,480",34.39,0,"56,570",8.39,"68,300","10,228",14.98
962,7/15/2021,Chiayi County,"497,172",None,"86,919",17.50%,"98,956","19,381",19.60%,0,"42,118",8.47,"50,600","12,190",24.09,0,"44,801",9.01,"48,356","7,191",14.87
960,7/15/2021,Miaoli County,"540,917",None,"86,219",15.90%,"98,100","15,759",16.10%,0,"41,166",7.61,"47,800","9,970",20.86,0,"45,053",8.33,"50,300","5,789",11.51
958,7/15/2021,Yilan County,"452,334",None,"82,525",18.20%,"98,860","20,605",20.80%,0,"39,125",8.65,"50,000","14,740",29.48,0,"43,400",9.59,"48,860","5,865",12
957,7/15/2021,Keelung City,"366,643",None,"80,561",22.00%,"99,278","21,285",21.40%,0,"35,867",9.78,"42,530","10,910",25.65,0,"44,694",12.19,"56,748","10,375",18.28
959,7/15/2021,Hsinchu City,"452,450",None,"78,034",17.30%,"90,060","14,730",16.40%,0,"35,079",7.75,"44,600","12,560",28.16,0,"42,955",9.49,"45,460","2,170",4.77
953,7/15/2021,Hsinchu County,"572,872",None,"73,964",12.90%,"96,020","25,146",26.20%,0,"37,473",6.54,"47,200","12,810",27.14,0,"36,491",6.37,"48,820","12,336",25.27
963,7/15/2021,Hualien County,"323,252",None,"70,737",21.90%,"91,490","19,227",21.00%,0,"34,072",10.54,"42,070","10,530",25.03,0,"36,665",11.34,"49,420","8,697",17.6
965,7/15/2021,Nantou County,"488,689",None,"64,208",13.10%,"102,040","41,425",40.60%,0,"41,852",8.56,"48,200","10,470",21.72,0,"22,356",4.57,"53,840","30,955",57.49
961,7/15/2021,Chiayi City,"265,234",None,"54,417",20.50%,"68,864","20,084",29.20%,0,"29,423",11.09,"39,100","14,100",36.06,0,"24,994",9.42,"29,764","5,984",20.1
964,7/15/2021,Taitung County,"214,428",None,"44,971",21.00%,"60,430","15,905",26.30%,0,"20,513",9.57,"23,130","4,380",18.94,0,"24,458",11.41,"37,300","11,525",30.9
966,7/15/2021,Penghu County,"105,749",None,"32,592",30.80%,"40,420","12,278",30.40%,0,"22,696",21.46,"26,700","6,320",23.67,0,"9,896",9.36,"13,720","5,958",43.43
967,7/15/2021,Kinmen County,"140,228",None,"26,815",19.10%,"36,920","10,622",28.80%,0,"16,934",12.08,"23,500","7,620",32.43,0,"9,881",7.05,"13,420","3,002",22.37
968,7/15/2021,Lienchiang County,"13,437",None,"8,916",66.30%,"13,200","4,676",35.40%,0,"6,558",48.81,"10,200","4,150",40.69,0,"2,358",17.55,"3,000",526,17.53
134,7/14/2021,New Taipei City,"4,026,019",None,"697,757",17.30%,"820,960","106,761",13.00%,0,"278,017",6.91,"265,600","13,850",5.21,0,"419,740",10.43,"555,360","92,911",16.73
133,7/14/2021,Taipei City,"2,574,704",None,"675,233",26.20%,"802,534","107,148",13.30%,0,"309,928",12.04,"311,710","23,390",7.5,0,"365,305",14.19,"490,824","83,758",17.06
138,7/14/2021,Kaohsiung City,"2,758,494",None,"522,392",18.90%,"585,842","77,341",13.20%,0,"238,345",8.64,"226,400","4,870",2.15,0,"284,047",10.3,"359,442","72,471",20.16
136,7/14/2021,Taichung City,"2,820,114",None,"452,732",16.10%,"509,040","68,266",13.40%,0,"229,008",8.12,"215,400","5,430",2.52,0,"223,724",7.93,"293,640","62,836",21.4
135,7/14/2021,Taoyuan City,"2,270,939",None,"437,438",19.30%,"479,156","48,671",10.20%,0,"192,097",8.46,"189,090","15,630",8.27,0,"245,341",10.8,"290,066","33,041",11.39
137,7/14/2021,Tainan City,"1,870,343",None,"317,653",17.00%,"328,660","27,643",8.40%,0,"143,535",7.67,"135,300","7,230",5.34,0,"174,118",9.31,"193,360","20,413",10.56
140,7/14/2021,Changhua County,"1,261,770",None,"207,612",16.40%,"222,100","23,097",10.40%,0,"100,299",7.95,"99,800","8,260",8.28,0,"107,313",8.5,"122,300","14,837",12.13
142,7/14/2021,Pingtung County,"809,130",None,"162,611",20.10%,"173,080","15,584",9.00%,0,"70,404",8.7,"66,800","2,180",3.26,0,"92,207",11.4,"106,280","13,404",12.61
141,7/14/2021,Yunlin County,"674,152",None,"109,838",16.30%,"121,800","15,566",12.80%,0,"56,078",8.32,"53,500","3,120",5.83,0,"53,760",7.97,"68,300","12,446",18.22
146,7/14/2021,Miaoli County,"540,917",None,"83,829",15.50%,"89,100","8,428",9.50%,0,"41,032",7.59,"38,800","1,050",2.71,0,"42,797",7.91,"50,300","7,378",14.67
148,7/14/2021,Chiayi County,"497,172",None,"80,720",16.20%,"90,246","19,619",21.70%,0,"41,867",8.42,"42,490","4,320",10.17,0,"38,853",7.81,"47,756","15,299",32.04
144,7/14/2021,Yilan County,"452,334",None,"78,555",17.40%,"85,860","11,055",12.90%,0,"39,127",8.65,"37,000","1,740",4.7,0,"39,428",8.72,"48,860","9,315",19.06
145,7/14/2021,Hsinchu City,"452,450",None,"75,476",16.70%,"79,060","4,655",5.90%,0,"34,973",7.73,"33,600","1,660",4.94,0,"40,503",8.95,"45,460","2,995",6.59
143,7/14/2021,Keelung City,"366,643",None,"73,084",19.90%,"90,278","20,002",22.20%,0,"35,794",9.76,"33,530","2,000",5.96,0,"37,290",10.17,"56,748","18,002",31.72
139,7/14/2021,Hsinchu County,"572,872",None,"70,444",12.30%,"86,020","18,544",21.60%,0,"37,263",6.5,"37,200","2,990",8.04,0,"33,181",5.79,"48,820","15,554",31.86
149,7/14/2021,Hualien County,"323,252",None,"68,040",21.10%,"85,490","14,950",17.50%,0,"33,779",10.45,"36,070","4,770",13.22,0,"34,261",10.6,"49,420","10,180",20.6
151,7/14/2021,Nantou County,"488,689",None,"61,729",12.60%,"93,540","34,340",36.70%,0,"41,421",8.48,"39,700","2,300",5.79,0,"20,308",4.16,"53,840","32,040",59.51
147,7/14/2021,Chiayi City,"265,234",None,"55,385",20.90%,"56,974","8,404",14.80%,0,"30,746",11.59,"27,210","2,240",8.23,0,"24,639",9.29,"29,764","6,164",20.71
150,7/14/2021,Taitung County,"214,428",None,"41,143",19.20%,"57,230","16,509",28.90%,0,"20,471",9.55,"19,930","1,260",6.32,0,"20,672",9.64,"37,300","15,249",40.88
152,7/14/2021,Penghu County,"105,749",None,"31,693",30.00%,"34,920","7,156",20.50%,0,"22,612",21.38,"21,200",850,4.01,0,"9,081",8.59,"13,720","6,306",45.96
153,7/14/2021,Kinmen County,"140,228",None,"25,131",17.90%,"31,920","6,495",20.40%,0,"16,641",11.87,"18,500","2,880",15.57,0,"8,490",6.05,"13,420","3,615",26.94
154,7/14/2021,Lienchiang County,"13,437",None,"8,777",65.30%,"9,200",704,7.70%,0,"6,549",48.74,"6,200",150,2.42,0,"2,228",16.58,"3,000",554,18.47
"1,102",7/13/2021,New Taipei City,"4,026,019",None,"638,011",15.80%,"825,070","170,198",20.60%,0,"276,926",6.88,"265,600","14,990",5.64,0,"361,085",8.97,"559,470","155,208",27.74
"1,101",7/13/2021,Taipei City,"2,574,704",None,"629,833",24.50%,"758,534","92,173",12.20%,0,"307,733",11.95,"311,710","24,800",7.96,0,"322,100",12.51,"446,824","67,373",15.08
"1,106",7/13/2021,Kaohsiung City,"2,758,494",None,"485,385",17.60%,"570,742","95,756",16.80%,0,"238,191",8.63,"226,400","5,020",2.22,0,"247,194",8.96,"344,342","90,736",26.35
"1,104",7/13/2021,Taichung City,"2,820,114",None,"431,327",15.30%,"495,840","73,913",14.90%,0,"227,833",8.08,"215,400","6,810",3.16,0,"203,494",7.22,"280,440","67,103",23.93
"1,103",7/13/2021,Taoyuan City,"2,270,939",None,"412,569",18.20%,"459,356","49,269",10.70%,0,"191,287",8.42,"189,090","16,340",8.64,0,"221,282",9.74,"270,266","32,929",12.18
"1,105",7/13/2021,Tainan City,"1,870,343",None,"309,476",16.60%,"328,060","40,233",12.30%,0,"143,686",7.68,"134,700","6,680",4.96,0,"165,790",8.86,"193,360","33,553",17.35
"1,108",7/13/2021,Changhua County,"1,261,770",None,"198,993",15.80%,"221,800","30,461",13.70%,0,"100,368",7.95,"99,800","8,520",8.54,0,"98,625",7.82,"122,000","21,941",17.98
"1,110",7/13/2021,Pingtung County,"809,130",None,"161,305",19.90%,"167,180","9,983",6.00%,0,"70,369",8.7,"66,800","2,210",3.31,0,"90,936",11.24,"100,380","7,773",7.74
"1,109",7/13/2021,Yunlin County,"674,152",None,"106,269",15.80%,"120,700","18,132",15.00%,0,"56,031",8.31,"53,500","3,140",5.87,0,"50,238",7.45,"67,200","14,992",22.31
"1,114",7/13/2021,Miaoli County,"540,917",None,"77,375",14.30%,"88,800","15,136",17.10%,0,"40,961",7.57,"38,800","1,120",2.89,0,"36,414",6.73,"50,000","14,016",28.03
"1,116",7/13/2021,Chiayi County,"497,172",None,"75,799",15.30%,"87,100","22,927",26.30%,0,"41,536",8.35,"40,310","2,390",5.93,0,"34,263",6.89,"46,790","20,537",43.89
"1,112",7/13/2021,Yilan County,"452,334",None,"74,171",16.40%,"83,660","12,878",15.40%,0,"39,043",8.63,"37,000","1,810",4.89,0,"35,128",7.77,"46,660","11,068",23.72
"1,113",7/13/2021,Hsinchu City,"452,450",None,"70,670",15.60%,"76,160","5,254",6.90%,0,"34,799",7.69,"33,600","1,820",5.42,0,"35,871",7.93,"42,560","3,434",8.07
"1,111",7/13/2021,Keelung City,"366,643",None,"68,403",18.70%,"83,768","16,771",20.00%,0,"35,748",9.75,"33,530","2,040",6.08,0,"32,655",8.91,"50,238","14,731",29.32
"1,107",7/13/2021,Hsinchu County,"572,872",None,"65,960",11.50%,"80,020","17,123",21.40%,0,"37,091",6.47,"37,200","3,120",8.39,0,"28,869",5.04,"42,820","14,003",32.7
"1,117",7/13/2021,Hualien County,"323,252",None,"61,374",19.00%,"85,190","20,698",24.30%,0,"33,556",10.38,"36,070","4,970",13.78,0,"27,818",8.61,"49,120","15,728",32.02
"1,119",7/13/2021,Nantou County,"488,689",None,"59,424",12.20%,"93,340","37,439",40.10%,0,"41,128",8.42,"39,700","2,550",6.42,0,"18,296",3.74,"53,640","34,889",65.04
"1,115",7/13/2021,Chiayi City,"265,234",None,"54,656",20.60%,"60,020","12,057",20.10%,0,"30,536",11.51,"29,290","4,450",15.19,0,"24,120",9.09,"30,730","7,607",24.75
"1,118",7/13/2021,Taitung County,"214,428",None,"39,585",18.50%,"57,130","18,154",31.80%,0,"20,434",9.53,"19,930","1,290",6.47,0,"19,151",8.93,"37,200","16,864",45.33
"1,120",7/13/2021,Penghu County,"105,749",None,"31,130",29.40%,"34,920","7,233",20.70%,0,"22,508",21.28,"21,200",850,4.01,0,"8,622",8.15,"13,720","6,383",46.52
"1,121",7/13/2021,Kinmen County,"140,228",None,"23,888",17.00%,"31,920","7,613",23.90%,0,"16,361",11.67,"18,500","3,130",16.92,0,"7,527",5.37,"13,420","4,483",33.41
"1,122",7/13/2021,Lienchiang County,"13,437",None,"8,458",63.00%,"9,200","1,068",11.60%,0,"6,364",47.36,"6,200",270,4.35,0,"2,094",15.58,"3,000",798,26.6
551,7/12/2021,Taipei City,"2,574,704",None,"585,967",22.80%,"749,634","120,808",16.10%,0,"306,197",11.89,"302,810","17,320",5.72,0,"279,770",10.87,"446,824","103,488",23.16
